PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
275426502,22038875,11,2022-03-16T00:01:00,"200 Block Edith St Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT BY DECEPTION,3922 Theft by Deception. / 4120 Identity Theft / 3304 Criminal Mischief.,1911,2,5,-80.0235341888148,40.4395097325864
275450994,22039081,10,2022-03-16T21:00:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,SIMPLE ASSAULT,2701 Simple Assault.,2609,1,1,-80.0016475315907,40.4771220938326
275456066,22039121,99,2022-03-16T22:10:00,"300 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,3,5,-79.9883627708382,40.4142974620648
275486258,22039329,10,2022-03-17T08:30:00,"700 Block N Murtland St Pittsburgh, PA 15208",Y,Homewood West,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1207,,,,
275495524,22039402,0,2022-03-17T10:35:00,"Butler St & 45th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Lost Wallet,901,7,2,-79.9592949760061,40.4721560441904
277243018,22050285,0,2022-04-03T21:00:00,"500 Block Camp Ave Braddock, PA 15104",N,California-Kirkbride,OSC,99,9999 9999 - (Misc. Incident): ,2507,,,-79.8676944841941,40.4063511189281
277248331,22050341,27,2022-04-04T18:53:00,"Freeport Rd & Delafield Ave Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1201,,,-79.8976069894374,40.4878868563374
277346831,22050811,99,2022-04-05T15:43:00,"6700 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,LOST PROPERTY,9504 Lost Property,1405,,,,
275314642,22038199,3,2022-03-15T13:05:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood North,5,ROBBERY,3701 Robbery.,1302,9,2,-79.883333619928,40.4554463294613
275316988,22038272,6,2022-03-14T14:00:00,"7200 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1301,9,2,-79.8944499681612,40.4625637434903
275318778,22038281,14,2022-03-15T15:00:00,"Spring Way & 20th St Pittsburgh, PA 15222",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,7,6,-79.9836259701127,40.4508330013124
275322111,22038250,0,2022-03-15T14:45:00,"5500 Block Hays St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1113,9,2,-79.9295980729089,40.4704487820794
275322830,22038139,0,2022-03-15T11:30:00,"100 Block Stanton Ct W Pittsburgh, PA 15201",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): Criminal mischief,1018,9,2,-79.9406749441752,40.4779697432016
275342037,22038417,6,2022-03-15T12:15:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1115,,,,
275343275,22038344,99,2022-03-15T17:07:00,"10 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2904,4,3,-79.9818253880282,40.3824735678695
275349436,22038465,14,2022-03-15T21:27:00,"700 Block Excelsior St Pittsburgh, PA 15210",N,Allentown,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1803,3,5,-79.995806324577,40.422758263654
275351244,22038490,27,2022-03-15T22:53:00,"3100 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0288329008862,40.4739359255242
275352443,22038497,99,2022-03-15T23:20:00,"3400 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2703,1,1,-80.0364148695537,40.4775502949161
277013975,22048728,5,2022-04-01T21:19:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 3503 Criminal Trespass,3001,3,5,-79.9930542137054,40.4150386498622
277015435,22048870,6,2022-04-02T04:48:00,"2000 Block Bedford Ave Pittsburgh, PA 15219",Y,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,,,,
277038017,22048368,14,2022-04-01T13:00:00,"400 Block Enright  Ct Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,9,2,-79.9165703561378,40.4609408109421
-3417132433,22048902,5,2022-04-02T07:30:00,"200 Block Parklyn St Pittsburgh, PA 15234",N,Overbrook,3,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,3207,4,5,-80.0050142409258,40.3869164935266
277055715,22048976,99,2022-04-02T11:18:00,"3000 Block Ashlyn St Pittsburgh, PA 15204",Y,Sheraden,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2018,,,,
277067819,22048712,5,2022-04-01T22:00:00,"700 Block Chislett St Pittsburgh, PA 15206",N,East Liberty,5,BURGLARY,3502 Burglary.,1113,9,2,-79.9301865965493,40.4711611247489
277071979,22049088,6,2022-04-02T14:45:00,"2600 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,1609,3,3,-79.9691624750051,40.4257386239038
277072375,22049131,0,2022-04-02T16:08:00,"7200 Block Forest Way Pittsburgh, PA 15208",N,Homewood North,5,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1302,9,2,-79.8961024889803,40.4578122977834
277073562,22049201,6,2022-04-02T18:00:00,"Catoma St & Warren St Pittsburgh, PA 15212",N,Fineview,1,THEFT FROM AUTO,3934 Theft from Vehicle,2509,1,1,-80.0026210476651,40.4608835927129
277074415,22049154,27,2022-04-02T17:30:00,"1300 Block Breed St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment,1702,3,3,-79.9847499627774,40.4260046011524
277077229,22049212,4,2022-04-02T18:30:00,"600 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault. / 903 Criminal Conspiracy.,2609,1,1,-79.9994473921099,40.4768008945595
277079374,22048871,99,2022-04-02T05:09:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9498 302 (Mental) / 9497 Aided Case,201,,,,
277080085,22049271,10,2022-04-02T20:26:00,"Carrie St Pittsburgh, PA 15212",N,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2509,1,1,-80.0012727211999,40.4612657958352
275605359,22039683,10,2022-03-17T18:40:00,"100 Block Larimer Ave Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault. / 9093 Indirect Criminal Contempt / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1115,,,,
275609384,22039894,1,2022-03-18T02:41:00,"Bausman Trwy & Ibis Way Pittsburgh, PA 15210",Y,Knoxville,3,CRIMINAL HOMICIDE,2501 Criminal Homicide.,3001,3,5,-79.9885569441081,40.414427423525
275610358,22040186,10,2022-03-18T14:02:00,"5200 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,1011,7,2,-79.9542278574022,40.4804110459389
275614985,22039359,6,2022-03-16T09:00:00,"300 Block Fisk St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,902,7,2,-79.9584234618462,40.4667938655401
275615805,22040178,0,2022-03-18T15:19:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,2,5,-80.0345600461129,40.438190894928
275620089,22040164,27,2022-03-18T15:08:00,"Elizabeth St & 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1515,5,3,-79.9432750750524,40.4070989967063
275672520,22040669,6,2022-03-19T03:00:00,"70 Block Auburn St Pittsburgh, PA 15206",N,Larimer,5,THEFT FROM AUTO,3934 Theft from Vehicle,1204,9,2,-79.917491420409,40.4645356631009
275684436,22040815,11,2022-03-17T23:00:00,"500 Block S Aiken Ave Pittsburgh, PA 15232",N,Shadyside,4,IDENTITY THEFT,4120 Identity Theft,709,8,2,-79.938668400458,40.4556892216779
275686170,22040825,6,2022-03-19T15:21:00,"100 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0036985115803,40.4409256646993
275698135,22040785,27,2022-03-19T09:44:00,"2800 Block Shawhan Ave Pittsburgh, PA 15226",Y,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1919,4,5,-80.0260260376012,40.3954817654733
-3354185993,22040862,0,2022-03-19T16:50:00,"4500 Block Gladstone St Pittsburgh, PA 15207",Y,Hazelwood,4,99,3503(a) Criminal Trespass,1501,,,,
275698647,22040832,17,2022-03-19T15:51:00,Zone 1,N,,1,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
277449006,22051423,24,2022-04-06T17:20:00,"Wood St & Forbes Blvd Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 2709(a)(4) Harassment Communicates Prohibited Acts,201,6,6,-80.0008299342523,40.4400971296583
-3532021665,22051700,0,2022-04-07T07:13:00,"90 Block wabash St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,2,5,-80.0345209287527,40.4385888425703
277541275,22051778,99,2022-04-07T11:30:00,"400 Block Taylor St Pittsburgh, PA 15224",N,Bloomfield,5,AIDED CASE,9497 Aided Case,802,7,2,-79.9520125454327,40.4614125314475
275563111,22039944,14,2022-03-18T07:00:00,"Penn Ave & N Dallas Ave Pittsburgh, PA 15208",N,Point Breeze,4,CRIM MISCHIEF,3304 Criminal Mischief.,1404,8,3,-79.9081945634898,40.4514945733344
275573474,22039996,0,2022-03-18T09:11:00,"200 Block S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406,,,-79.8614462641364,40.4232148473678
275593948,22040083,6,2022-03-18T11:36:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0002903704474,40.4405261905044
275652505,22040544,10,2022-03-19T02:03:00,"1900 Block Fox Way Pittsburgh, PA 15203",Y,South Side Flats,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 4914 False Identification to Law Enforcement Authorities / 1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment,1702,3,3,-79.9789695464722,40.4300334159227
275683482,22040766,10,2022-03-19T14:16:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct.",509,6,3,-79.9806857398547,40.4470578842206
275700519,22040913,0,2022-03-19T19:00:00,"4700 Block Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1501,5,3,-79.9450762880379,40.4124655427808
275723268,22041224,11,2022-03-20T06:15:00,"100 Block 46th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,901,7,2,-79.9609566869733,40.4743474567371
275732431,22041296,29,2022-03-20T11:00:00,"2100 Block Rose St Pittsburgh, PA 15219",N,Middle Hill,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,501,6,3,-79.9777884271742,40.4435278926408
275742815,22041391,10,2022-03-19T22:00:00,"6300 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT,2701 Simple Assault.,1204,9,2,-79.9111569986409,40.4652324289389
275742877,22041383,6,2022-03-20T09:00:00,"1200 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2107,6,1,-80.0227497678265,40.453894656278
277142082,22049796,6,2022-04-03T19:00:00,"200 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,902,,,-79.9038910007904,40.3886458129778
277235672,22050212,27,2022-04-04T14:52:00,"Liberty Tunl & P J Mc Ardle Rdwy Pittsburgh, PA 15210",N,Beltzhoover,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1809,3,3,-79.999271043209,40.4291549065382
277237377,22050236,11,2022-04-04T00:01:00,"200 Block Vineland St Pittsburgh, PA 15234",N,Overbrook,3,IDENTITY THEFT,4120 Identity Theft,3207,4,5,-79.9980178394769,40.3866486007888
277240595,22050255,27,2022-03-30T00:01:00,"200 Block Carron St Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,708,3,3,-79.9775107965358,40.4283181874135
277243007,22050287,6,2022-03-28T14:00:00,"500 Block Peebles St Pittsburgh, PA 15221",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,1406,9,3,-79.8941932926147,40.4422490446485
277243439,22050315,11,2022-04-04T00:01:00,"1100 Block King Ave Pittsburgh, PA 15206",N,Highland Park,5,IDENTITY THEFT,4120 Identity Theft,1102,7,2,-79.9271058406399,40.4763115623251
277244629,22050343,6,2022-04-04T08:00:00,"1700 Block Reed St Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,,,,
275499353,22039416,6,2022-03-14T23:00:00,"5500 Block Wellesley Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle,1102,7,2,-79.9278734866001,40.4747046259486
275500408,22039421,27,2022-03-17T10:56:00,"Mc Kinley St & Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,3001,,,-79.9911140320385,40.40875287453
-3521003438,22039440,11,2022-03-17T11:37:00,"100 Block Ruth St Pittsburgh, PA 15211",Y,Mount Washington,3,IDENTITY THEFT,4120 Identity Theft,1807,2,5,-80.0052318979665,40.4237908892986
275534103,22039563,10,2022-03-17T15:42:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,HARRASSMENT,2709(a) Harassment.,1803,3,5,-79.9937050598573,40.4218022561637
275536320,22039566,29,2022-03-17T15:45:00,"7100 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1302,9,2,-79.8975131476962,40.4613935568173
275538710,22039578,24,2022-03-17T16:30:00,"9th St & Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,201,6,6,-79.9979769770073,40.4429445426381
275549280,22039780,0,2022-03-17T22:15:00,"PPG  Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,201,6,6,-80.0029330187117,40.4400745608487
275551471,22039798,0,2022-03-17T22:52:00,"7600 Block Race St Pittsburgh, PA 15208",Y,Homewood North,5,99,0292 Located Runaway - not Reported Missing,1302,9,2,-79.8894086018383,40.4572406926812
275557690,22039821,10,2022-03-18T00:08:00,"1200 Block Queensbury St Pittsburgh, PA 15205",N,Westwood,6,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,2811,2,5,-80.0488138013105,40.4363855572508
275614448,22040249,27,2022-03-12T01:30:00,"S 21st St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.9763477687553,40.4275964722009
275620823,22040345,5,2022-03-18T18:00:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,BURGLARY,3502 Burglary.,2814,2,5,-80.0523506914023,40.4458191424858
275637270,22040482,27,2022-03-19T00:19:00,"3400 Block Wind Gap Ave Pittsburgh, PA ",N,Fairywood,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2808,,,,
277356214,22050906,6,2022-04-05T11:00:00,"200 Block Marland St Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,3,5,-79.9904417057965,40.4120151392837
277362430,22050916,14,2022-04-05T18:30:00,"100 Block Frustrum St Pittsburgh, PA 15204",N,Esplen,6,CRIM MISCHIEF,3304 Criminal Mischief.,2017,,,,
277375622,22050983,29,2022-04-05T22:19:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,1918,4,5,-80.0216956268774,40.3945911346561
277383510,22051104,10,2022-04-06T04:45:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709 Harassment (Non-Specific),509,6,3,-79.9728325359297,40.4504453708583
277390497,22051111,0,2022-04-06T05:28:00,"3400 Block Melwood Ave Pittsburgh, PA 15219",N,Polish Hill,2,99,9999 9999 - (Misc. Incident): ,605,7,6,-79.9623667588524,40.4586657853015
277405541,22051176,10,2022-04-06T09:30:00,"8400 Block Moosehart St Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,,,-79.8784497738915,40.4499184090745
277410861,22051202,10,2022-04-06T10:25:00,"1800 Block Buena Vista St Pittsburgh, PA 15212",Y,Perry South,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2614,6,1,-80.0154471857388,40.4597723007582
275424778,22038009,99,2022-03-11T18:19:00,"3100 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.0563555218042,40.4560823371904
275427341,22038876,99,2022-03-16T15:08:00,"Bates St & Semple St Pittsburgh, PA 15213",Y,Central Oakland,4,GAMBLING INVESTIGATION,9130 Graffiti Investigation,405,3,3,-79.9549722556172,40.4371082118705
275441582,22038970,27,2022-03-16T17:18:00,"S Highland Ave & Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1115,8,2,-79.9250465675207,40.4599618693446
-3249145990,22039208,0,2022-03-17T01:10:00,"3000 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0512145864705,40.4575352767568
275461101,22039224,26,2022-03-17T01:50:00,"1400 Block Claim St Pittsburgh, PA 15212",N,Troy Hill,1,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2406,,,,
275461481,22039213,4,2022-03-17T02:16:00,"S 14th St & Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person.,1702,3,3,-79.9841454048711,40.4294566187914
277082765,22049344,0,2022-04-02T23:23:00,"7900 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 9133 Noise Complaint - No Citation,1306,9,2,-79.8859093825126,40.4550804207096
277088212,22049350,10,2022-04-02T23:30:00,"300 Block 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.0016135598372,40.4388661313797
277092100,22049372,0,2022-04-03T00:02:00,"Penn Ave & Mentor Way Pittsburgh, PA 15222",Y,Central Business District,2,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1785 Proof of Financial Responsibility Following Accident.,201,,,,
277098680,22049501,6,2022-04-03T05:36:00,"900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.9897766845569,40.4286907064316
277124382,22049677,99,2022-04-03T15:00:00,"1100 Block McKinney Ln Pittsburgh, PA 15220",N,Outside State,6,FOUND PROPERTY,9489 Found Property,7799,2,5,-80.035068083793,40.4234966720765
277124505,22049656,27,2022-04-03T14:40:00,"Bigelow Blvd & Bayard St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,403,8,3,-79.9537525596092,40.44762474837
277139572,22049537,4,2022-04-03T06:37:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault.,2904,4,3,-79.9788043658311,40.3854502648648
277139931,22049770,99,2022-03-29T12:10:00,"500 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1916,4,5,-80.0205109182843,40.4170641499677
277142483,22049763,10,2022-04-03T18:41:00,"Dagmar Ave & Crane Ave Pittsburgh, PA 15216",N,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 2707 Propulsion of Missiles ,1916,4,5,-80.0231681504608,40.4169202803463
277162926,22039601,27,2022-03-17T16:41:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9960409452176,40.4350395659105
275703385,22040962,24,2022-03-19T19:38:00,"300 Block Seward St Pittsburgh, PA 15211",Y,Duquesne Heights,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1911,2,5,-80.0261013729314,40.4384585864871
275706736,22041040,26,2022-03-19T16:00:00,"1800 Block Fairacres Ave Pittsburgh, PA 15216",N,Beechview,6,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1920,,,,
